,Liquid Alternative Beta Index,,,Event Driven Liquid Index,,,Global Strategies Liquid Index,,,Long/Short Liquid Index,,,Managed Futures Liquid Index,,,Merger Arbitrage Liquid Index,,
,CSLAB,,,CSLABED,,,CSLABGS,,,CSLABLS,,,CSLABMF,,,CSLABMA,,
Date,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR
1/2/2002,USD,560.68,-0.03%,USD,515.3,0.19%,USD,524.92,0.23%,USD,589.42,0.04%,USD,391.85,-0.64%,USD,601.4,0.28%
1/1/2002,USD,560.87,0.00%,USD,514.31,0.00%,USD,523.71,0.00%,USD,589.19,0.00%,USD,394.38,0.00%,USD,599.72,0.00%
12/31/2001,USD,560.87,0.04%,USD,514.31,0.34%,USD,523.71,0.27%,USD,589.19,-0.25%,USD,394.38,0.57%,USD,599.72,0.01%
12/30/2001,USD,560.65,0.00%,USD,512.56,0.00%,USD,522.28,0.00%,USD,590.67,0.00%,USD,392.14,0.00%,USD,599.64,0.00%
12/29/2001,USD,560.65,0.00%,USD,512.56,0.00%,USD,522.28,0.00%,USD,590.67,0.00%,USD,392.14,0.00%,USD,599.64,0.00%
12/28/2001,USD,560.65,-0.11%,USD,512.56,-0.04%,USD,522.28,-0.13%,USD,590.67,0.01%,USD,392.14,-0.32%,USD,599.64,-0.06%
12/27/2001,USD,561.27,0.18%,USD,512.74,0.07%,USD,522.94,0.38%,USD,590.64,0.37%,USD,393.41,-0.41%,USD,599.97,0.22%
12/26/2001,USD,560.24,0.14%,USD,512.37,0.16%,USD,520.98,0.03%,USD,588.46,0.32%,USD,395.03,-0.01%,USD,598.67,0.04%
12/25/2001,USD,559.46,0.00%,USD,511.57,0.00%,USD,520.8,0.00%,USD,586.6,0.00%,USD,395.08,0.00%,USD,598.46,0.00%
12/24/2001,USD,559.46,0.30%,USD,511.57,0.30%,USD,520.8,0.07%,USD,586.6,0.22%,USD,395.08,0.02%,USD,598.46,0.15%
12/23/2001,USD,557.78,0.00%,USD,510.02,0.00%,USD,520.45,0.00%,USD,585.33,0.00%,USD,395.02,0.00%,USD,597.58,0.00%
12/22/2001,USD,557.78,0.00%,USD,510.02,0.00%,USD,520.45,0.00%,USD,585.33,0.00%,USD,395.02,0.00%,USD,597.58,0.00%
12/21/2001,USD,557.78,0.26%,USD,510.02,0.19%,USD,520.45,-0.01%,USD,585.33,0.32%,USD,395.02,-0.68%,USD,597.58,0.27%
12/20/2001,USD,556.35,-0.08%,USD,509.06,0.19%,USD,520.5,0.00%,USD,583.49,-0.28%,USD,397.72,0.13%,USD,596,0.03%
12/19/2001,USD,556.82,0.15%,USD,508.09,0.04%,USD,520.49,-0.06%,USD,585.15,0.28%,USD,397.21,0.26%,USD,595.8,0.08%
12/18/2001,USD,556.01,0.27%,USD,507.87,0.07%,USD,520.8,0.11%,USD,583.54,0.50%,USD,396.17,-0.01%,USD,595.3,-0.21%
12/17/2001,USD,554.5,0.21%,USD,507.52,0.15%,USD,520.23,0.18%,USD,580.63,0.55%,USD,396.2,-0.34%,USD,596.58,0.14%
12/16/2001,USD,553.34,0.00%,USD,506.78,0.00%,USD,519.3,0.00%,USD,577.47,0.00%,USD,397.57,0.00%,USD,595.77,0.00%
12/15/2001,USD,553.34,0.00%,USD,506.78,0.00%,USD,519.3,0.00%,USD,577.47,0.00%,USD,397.57,0.00%,USD,595.77,0.00%
12/14/2001,USD,553.34,0.23%,USD,506.78,-0.01%,USD,519.3,0.08%,USD,577.47,0.30%,USD,397.57,-0.43%,USD,595.77,0.03%
12/13/2001,USD,552.09,0.01%,USD,506.82,0.05%,USD,518.9,-0.01%,USD,575.72,0.05%,USD,399.3,0.03%,USD,595.58,0.28%
12/12/2001,USD,552.02,-0.07%,USD,506.55,-0.02%,USD,518.95,0.09%,USD,575.46,-0.24%,USD,399.17,0.35%,USD,593.94,0.27%
12/11/2001,USD,552.4,0.14%,USD,506.66,0.18%,USD,518.48,0.09%,USD,576.83,0.09%,USD,397.78,0.20%,USD,592.34,0.11%
12/10/2001,USD,551.61,-0.06%,USD,505.75,0.14%,USD,517.99,-0.03%,USD,576.34,-0.31%,USD,396.98,0.86%,USD,591.68,-0.93%
12/9/2001,USD,551.94,0.00%,USD,505.06,0.00%,USD,518.14,0.00%,USD,578.14,0.00%,USD,393.58,0.00%,USD,597.25,0.00%
12/8/2001,USD,551.94,0.00%,USD,505.06,0.00%,USD,518.14,0.00%,USD,578.14,0.00%,USD,393.58,0.00%,USD,597.25,0.00%
12/7/2001,USD,551.94,0.00%,USD,505.06,0.25%,USD,518.14,0.04%,USD,578.14,-0.03%,USD,393.58,-0.75%,USD,597.25,-0.11%
12/6/2001,USD,551.95,0.02%,USD,503.82,0.08%,USD,517.93,0.16%,USD,578.33,-0.01%,USD,396.55,-0.47%,USD,597.92,-0.31%
12/5/2001,USD,551.85,-0.11%,USD,503.43,-0.32%,USD,517.09,-0.08%,USD,578.41,0.11%,USD,398.42,-1.40%,USD,599.75,0.26%
12/4/2001,USD,552.45,0.11%,USD,505.04,0.04%,USD,517.52,0.14%,USD,577.77,0.35%,USD,404.06,0.22%,USD,598.2,-0.11%
12/3/2001,USD,551.83,-0.08%,USD,504.85,0.24%,USD,516.82,0.07%,USD,575.73,-0.40%,USD,403.16,0.24%,USD,598.83,0.24%
12/2/2001,USD,552.26,0.00%,USD,503.62,0.00%,USD,516.44,0.00%,USD,578.03,0.00%,USD,402.18,0.00%,USD,597.41,0.00%
12/1/2001,USD,552.26,0.00%,USD,503.62,0.00%,USD,516.44,0.00%,USD,578.03,0.00%,USD,402.18,0.00%,USD,597.41,0.00%
11/30/2001,USD,552.26,-0.02%,USD,503.62,0.07%,USD,516.44,-0.03%,USD,578.03,-0.19%,USD,402.18,-0.38%,USD,597.41,0.24%
11/29/2001,USD,552.38,0.28%,USD,503.27,-0.03%,USD,516.59,0.09%,USD,579.14,0.63%,USD,403.72,0.30%,USD,595.98,-0.13%
11/28/2001,USD,550.84,0.13%,USD,503.4,0.20%,USD,516.11,0.15%,USD,575.49,0.08%,USD,402.52,0.18%,USD,596.75,-0.15%
11/27/2001,USD,550.11,0.09%,USD,502.4,0.23%,USD,515.34,0.06%,USD,575.03,0.09%,USD,401.79,-0.81%,USD,597.64,0.07%
11/26/2001,USD,549.59,-0.11%,USD,501.24,0.09%,USD,515.01,0.03%,USD,574.53,-0.33%,USD,405.09,0.03%,USD,597.25,0.09%
11/25/2001,USD,550.18,0.00%,USD,500.78,0.00%,USD,514.87,0.00%,USD,576.46,0.00%,USD,404.96,0.00%,USD,596.7,0.00%
11/24/2001,USD,550.18,0.00%,USD,500.78,0.00%,USD,514.87,0.00%,USD,576.46,0.00%,USD,404.96,0.00%,USD,596.7,0.00%
11/23/2001,USD,550.18,0.02%,USD,500.78,-0.05%,USD,514.87,0.04%,USD,576.46,0.17%,USD,404.96,0.04%,USD,596.7,-0.22%
11/22/2001,USD,550.06,0.00%,USD,501.05,0.00%,USD,514.64,0.00%,USD,575.48,0.00%,USD,404.79,0.00%,USD,597.99,0.00%
11/21/2001,USD,550.06,-0.04%,USD,501.05,0.22%,USD,514.64,0.02%,USD,575.48,-0.18%,USD,404.79,-0.33%,USD,597.99,0.40%
11/20/2001,USD,550.28,0.17%,USD,499.95,0.13%,USD,514.55,0.09%,USD,576.52,0.28%,USD,406.15,0.00%,USD,595.6,0.08%
11/19/2001,USD,549.35,0.08%,USD,499.29,-0.02%,USD,514.11,-0.07%,USD,574.91,0.13%,USD,406.13,0.29%,USD,595.14,-0.02%
11/18/2001,USD,548.9,0.00%,USD,499.4,0.00%,USD,514.46,0.00%,USD,574.15,0.00%,USD,404.96,0.00%,USD,595.27,0.00%
11/17/2001,USD,548.9,0.00%,USD,499.4,0.00%,USD,514.46,0.00%,USD,574.15,0.00%,USD,404.96,0.00%,USD,595.27,0.00%
11/16/2001,USD,548.9,0.12%,USD,499.4,0.11%,USD,514.46,-0.10%,USD,574.15,0.21%,USD,404.96,-0.88%,USD,595.27,0.00%
11/15/2001,USD,548.22,-0.06%,USD,498.83,0.28%,USD,514.98,0.30%,USD,572.97,-0.16%,USD,408.54,-0.64%,USD,595.26,0.53%
11/14/2001,USD,548.54,0.06%,USD,497.43,0.27%,USD,513.44,0.22%,USD,573.86,0.10%,USD,411.16,-0.44%,USD,592.1,0.06%
11/13/2001,USD,548.2,-0.08%,USD,496.1,-0.50%,USD,512.29,-0.48%,USD,573.28,0.06%,USD,412.98,-2.02%,USD,591.76,0.28%
11/12/2001,USD,548.65,0.15%,USD,498.58,0.32%,USD,514.74,0.12%,USD,572.96,0.15%,USD,421.5,0.42%,USD,590.12,-0.10%
11/11/2001,USD,547.83,0.00%,USD,497,0.00%,USD,514.12,0.00%,USD,572.12,0.00%,USD,419.75,0.00%,USD,590.74,0.00%
11/10/2001,USD,547.83,0.00%,USD,497,0.00%,USD,514.12,0.00%,USD,572.12,0.00%,USD,419.75,0.00%,USD,590.74,0.00%
11/9/2001,USD,547.83,0.06%,USD,497,0.11%,USD,514.12,-0.12%,USD,572.12,-0.01%,USD,419.75,-0.34%,USD,590.74,-0.49%
11/8/2001,USD,547.51,-0.06%,USD,496.44,0.15%,USD,514.73,-0.16%,USD,572.17,-0.19%,USD,421.2,-1.15%,USD,593.64,0.27%
11/7/2001,USD,547.83,-0.01%,USD,495.7,0.20%,USD,515.54,0.07%,USD,573.27,-0.17%,USD,426.09,0.58%,USD,592.06,-0.10%
11/6/2001,USD,547.91,-0.11%,USD,494.7,-0.47%,USD,515.17,-0.18%,USD,574.24,0.01%,USD,423.65,-0.33%,USD,592.65,-1.37%
11/5/2001,USD,548.54,0.00%,USD,497.05,-0.01%,USD,516.08,-0.04%,USD,574.16,-0.02%,USD,425.04,-0.16%,USD,600.91,-0.07%
11/4/2001,USD,548.54,0.00%,USD,497.12,0.00%,USD,516.3,0.00%,USD,574.29,0.00%,USD,425.72,0.00%,USD,601.32,0.00%
11/3/2001,USD,548.54,0.00%,USD,497.12,0.00%,USD,516.3,0.00%,USD,574.29,0.00%,USD,425.72,0.00%,USD,601.32,0.00%
11/2/2001,USD,548.54,-0.07%,USD,497.12,-0.01%,USD,516.3,0.07%,USD,574.29,-0.12%,USD,425.72,-0.56%,USD,601.32,-0.02%
11/1/2001,USD,548.9,0.05%,USD,497.16,-0.03%,USD,515.96,0.17%,USD,574.98,0.03%,USD,428.13,0.32%,USD,601.44,0.01%
10/31/2001,USD,548.62,0.22%,USD,497.29,0.23%,USD,515.08,0.00%,USD,574.79,0.32%,USD,426.75,0.74%,USD,601.35,0.16%
10/30/2001,USD,547.43,-0.02%,USD,496.14,0.09%,USD,515.09,0.10%,USD,572.96,-0.16%,USD,423.62,1.03%,USD,600.41,0.08%
10/29/2001,USD,547.52,0.15%,USD,495.67,0.53%,USD,514.6,0.25%,USD,573.9,-0.02%,USD,419.32,0.67%,USD,599.93,0.00%
10/28/2001,USD,546.72,0.00%,USD,493.07,0.00%,USD,513.3,0.00%,USD,573.99,0.00%,USD,416.51,0.00%,USD,599.94,0.00%
10/27/2001,USD,546.72,0.00%,USD,493.07,0.00%,USD,513.3,0.00%,USD,573.99,0.00%,USD,416.51,0.00%,USD,599.94,0.00%
10/26/2001,USD,546.72,0.06%,USD,493.07,0.00%,USD,513.3,-0.02%,USD,573.99,0.09%,USD,416.51,-0.32%,USD,599.94,0.00%
10/25/2001,USD,546.4,-0.03%,USD,493.05,-0.14%,USD,513.4,0.01%,USD,573.47,0.14%,USD,417.85,0.67%,USD,599.96,0.22%
10/24/2001,USD,546.54,0.06%,USD,493.74,0.27%,USD,513.35,0.08%,USD,572.68,-0.01%,USD,415.08,0.54%,USD,598.64,0.14%
10/23/2001,USD,546.19,-0.01%,USD,492.42,0.25%,USD,512.93,0.10%,USD,572.75,-0.14%,USD,412.85,-0.72%,USD,597.8,0.01%
10/22/2001,USD,546.23,0.06%,USD,491.18,0.02%,USD,512.43,0.10%,USD,573.58,-0.07%,USD,415.86,-0.35%,USD,597.76,-0.17%
10/21/2001,USD,545.88,0.00%,USD,491.09,0.00%,USD,511.94,0.00%,USD,573.97,0.00%,USD,417.31,0.00%,USD,598.78,0.00%
10/20/2001,USD,545.88,0.00%,USD,491.09,0.00%,USD,511.94,0.00%,USD,573.97,0.00%,USD,417.31,0.00%,USD,598.78,0.00%
10/19/2001,USD,545.88,0.19%,USD,491.09,0.17%,USD,511.94,-0.03%,USD,573.97,0.38%,USD,417.31,-0.13%,USD,598.78,0.09%
10/18/2001,USD,544.86,0.02%,USD,490.25,0.20%,USD,512.09,0.09%,USD,571.79,-0.08%,USD,417.87,1.16%,USD,598.26,-0.15%
10/17/2001,USD,544.74,0.00%,USD,489.28,0.52%,USD,511.65,0.19%,USD,572.25,-0.32%,USD,413.08,-0.38%,USD,599.17,-0.21%
10/16/2001,USD,544.74,0.15%,USD,486.76,0.13%,USD,510.7,-0.05%,USD,574.08,0.19%,USD,414.66,0.14%,USD,600.43,0.17%
10/15/2001,USD,543.92,0.30%,USD,486.12,0.12%,USD,510.93,0.15%,USD,572.97,0.32%,USD,414.08,0.36%,USD,599.44,0.14%
10/14/2001,USD,542.27,0.00%,USD,485.56,0.00%,USD,510.14,0.00%,USD,571.13,0.00%,USD,412.59,0.00%,USD,598.63,0.00%
10/13/2001,USD,542.27,0.00%,USD,485.56,0.00%,USD,510.14,0.00%,USD,571.13,0.00%,USD,412.59,0.00%,USD,598.63,0.00%
10/12/2001,USD,542.27,-0.05%,USD,485.56,0.19%,USD,510.14,0.21%,USD,571.13,-0.27%,USD,412.59,0.69%,USD,598.63,-0.08%
10/11/2001,USD,542.52,0.02%,USD,484.64,0.29%,USD,509.05,-0.07%,USD,572.65,0.05%,USD,409.75,-1.16%,USD,599.09,0.07%
10/10/2001,USD,542.4,0.48%,USD,483.25,0.28%,USD,509.41,-0.07%,USD,572.34,0.90%,USD,414.55,-0.79%,USD,598.66,0.18%
10/9/2001,USD,539.8,-0.11%,USD,481.89,0.06%,USD,509.75,0.13%,USD,567.25,-0.07%,USD,417.85,-0.65%,USD,597.57,0.08%
10/8/2001,USD,540.42,-0.20%,USD,481.61,0.03%,USD,509.09,-0.07%,USD,567.66,-0.36%,USD,420.57,0.08%,USD,597.09,-0.06%
10/7/2001,USD,541.51,0.00%,USD,481.45,0.00%,USD,509.47,0.00%,USD,569.73,0.00%,USD,420.24,0.00%,USD,597.44,0.00%
10/6/2001,USD,541.51,0.00%,USD,481.45,0.00%,USD,509.47,0.00%,USD,569.73,0.00%,USD,420.24,0.00%,USD,597.44,0.00%
10/5/2001,USD,541.51,0.03%,USD,481.45,-0.10%,USD,509.47,0.28%,USD,569.73,-0.07%,USD,420.24,0.19%,USD,597.44,-0.35%
10/4/2001,USD,541.35,0.17%,USD,481.93,0.21%,USD,508.07,-0.04%,USD,570.12,0.14%,USD,419.44,-0.86%,USD,599.51,0.11%
10/3/2001,USD,540.41,0.18%,USD,480.93,0.38%,USD,508.27,0.25%,USD,569.34,0.22%,USD,423.06,0.27%,USD,598.88,0.21%
10/2/2001,USD,539.42,0.28%,USD,479.1,0.21%,USD,507.01,0.18%,USD,568.11,0.41%,USD,421.93,0.02%,USD,597.61,0.23%
10/1/2001,USD,537.93,-0.09%,USD,478.1,-0.05%,USD,506.11,0.44%,USD,565.77,-0.36%,USD,421.85,0.47%,USD,596.23,0.22%
9/30/2001,USD,538.39,0.00%,USD,478.34,0.00%,USD,503.88,0.00%,USD,567.84,0.00%,USD,419.88,0.00%,USD,594.95,0.00%
9/29/2001,USD,538.39,0.00%,USD,478.34,0.00%,USD,503.88,0.00%,USD,567.84,0.00%,USD,419.88,0.00%,USD,594.95,0.00%
9/28/2001,USD,538.39,0.52%,USD,478.34,0.57%,USD,503.88,-0.13%,USD,567.84,0.95%,USD,419.88,-0.97%,USD,594.95,0.01%
9/27/2001,USD,535.58,0.37%,USD,475.62,0.14%,USD,504.55,0.14%,USD,562.49,0.67%,USD,423.98,-0.13%,USD,594.91,-0.14%
9/26/2001,USD,533.63,0.05%,USD,474.96,-0.14%,USD,503.85,0.06%,USD,558.77,-0.03%,USD,424.53,0.26%,USD,595.73,-0.11%
9/25/2001,USD,533.35,0.25%,USD,475.62,0.26%,USD,503.56,0.20%,USD,558.95,0.42%,USD,423.43,0.28%,USD,596.37,-0.05%
9/24/2001,USD,532.04,0.96%,USD,474.37,2.14%,USD,502.54,1.43%,USD,556.63,1.01%,USD,422.26,-0.80%,USD,596.67,-0.09%
9/23/2001,USD,527,0.00%,USD,464.41,0.00%,USD,495.44,0.00%,USD,551.08,0.00%,USD,425.68,0.00%,USD,597.22,0.00%
9/22/2001,USD,527,0.00%,USD,464.41,0.00%,USD,495.44,0.00%,USD,551.08,0.00%,USD,425.68,0.00%,USD,597.22,0.00%
9/21/2001,USD,527,-0.73%,USD,464.41,-1.34%,USD,495.44,-1.56%,USD,551.08,-0.90%,USD,425.68,0.49%,USD,597.22,-0.20%
9/20/2001,USD,530.85,-1.06%,USD,470.74,-1.90%,USD,503.3,-1.04%,USD,556.07,-1.28%,USD,423.59,0.64%,USD,598.41,0.24%
9/19/2001,USD,536.53,-0.53%,USD,479.86,-1.03%,USD,508.59,-0.06%,USD,563.27,-0.81%,USD,420.9,0.30%,USD,596.95,-0.11%
9/18/2001,USD,539.39,-0.42%,USD,484.87,-0.20%,USD,508.9,0.07%,USD,567.87,-0.79%,USD,419.66,0.05%,USD,597.6,-0.09%
9/17/2001,USD,541.68,-0.66%,USD,485.83,-2.95%,USD,508.54,-2.42%,USD,572.37,0.22%,USD,419.43,2.39%,USD,598.16,-1.28%
9/16/2001,USD,545.3,0.00%,USD,500.58,0.00%,USD,521.14,0.00%,USD,571.11,0.00%,USD,409.65,0.00%,USD,605.9,0.00%
9/15/2001,USD,545.3,0.00%,USD,500.58,0.00%,USD,521.14,0.00%,USD,571.11,0.00%,USD,409.65,0.00%,USD,605.9,0.00%
9/14/2001,USD,545.3,0.00%,USD,500.58,0.00%,USD,521.14,0.00%,USD,571.11,0.00%,USD,409.65,0.00%,USD,605.9,0.00%
9/13/2001,USD,545.3,0.00%,USD,500.58,0.00%,USD,521.14,0.00%,USD,571.11,0.00%,USD,409.65,0.00%,USD,605.9,0.00%
9/12/2001,USD,545.3,0.00%,USD,500.58,0.00%,USD,521.14,0.00%,USD,571.11,0.00%,USD,409.65,0.00%,USD,605.9,0.00%
9/11/2001,USD,545.3,0.00%,USD,500.58,0.00%,USD,521.14,0.00%,USD,571.11,0.00%,USD,409.65,0.00%,USD,605.9,0.00%
9/10/2001,USD,545.3,0.09%,USD,500.58,0.28%,USD,521.14,0.29%,USD,571.11,-0.05%,USD,409.65,-0.29%,USD,605.9,0.13%
9/9/2001,USD,544.83,0.00%,USD,499.19,0.00%,USD,519.63,0.00%,USD,571.37,0.00%,USD,410.84,0.00%,USD,605.11,0.00%
9/8/2001,USD,544.83,0.00%,USD,499.19,0.00%,USD,519.63,0.00%,USD,571.37,0.00%,USD,410.84,0.00%,USD,605.11,0.00%
9/7/2001,USD,544.83,-0.67%,USD,499.19,-1.06%,USD,519.63,-0.59%,USD,571.37,-0.94%,USD,410.84,1.50%,USD,605.11,0.03%
9/6/2001,USD,548.5,-0.54%,USD,504.55,-1.27%,USD,522.73,-0.70%,USD,576.81,-0.79%,USD,404.76,1.31%,USD,604.95,0.01%
9/5/2001,USD,551.5,0.03%,USD,511.03,-0.16%,USD,526.44,-0.16%,USD,581.43,0.01%,USD,399.52,0.60%,USD,604.87,-0.02%
9/4/2001,USD,551.34,0.11%,USD,511.87,0.15%,USD,527.26,0.27%,USD,581.36,0.18%,USD,397.12,-1.40%,USD,605.02,-0.24%
9/3/2001,USD,550.71,0.00%,USD,511.11,0.00%,USD,525.83,0.00%,USD,580.32,0.00%,USD,402.76,0.00%,USD,606.46,0.00%
9/2/2001,USD,550.71,0.00%,USD,511.11,0.00%,USD,525.83,0.00%,USD,580.32,0.00%,USD,402.76,0.00%,USD,606.46,0.00%
9/1/2001,USD,550.71,0.00%,USD,511.11,0.00%,USD,525.83,0.00%,USD,580.32,0.00%,USD,402.76,0.00%,USD,606.46,0.00%
8/31/2001,USD,550.71,0.06%,USD,511.11,0.22%,USD,525.83,0.09%,USD,580.32,0.07%,USD,402.76,-0.47%,USD,606.46,0.06%
8/30/2001,USD,550.4,-0.31%,USD,509.98,-0.65%,USD,525.34,-0.29%,USD,579.89,-0.37%,USD,404.67,1.16%,USD,606.1,0.05%
8/29/2001,USD,552.11,-0.09%,USD,513.32,-0.32%,USD,526.87,-0.14%,USD,582.07,-0.24%,USD,400.04,0.31%,USD,605.8,0.15%
8/28/2001,USD,552.62,-0.19%,USD,514.98,-0.26%,USD,527.62,-0.04%,USD,583.46,-0.54%,USD,398.82,0.93%,USD,604.91,0.04%
8/27/2001,USD,553.68,-0.21%,USD,516.34,0.21%,USD,527.85,0.12%,USD,586.65,-0.51%,USD,395.13,-0.10%,USD,604.67,-0.11%
8/26/2001,USD,554.86,0.00%,USD,515.24,0.00%,USD,527.2,0.00%,USD,589.66,0.00%,USD,395.52,0.00%,USD,605.31,0.00%
8/25/2001,USD,554.86,0.00%,USD,515.24,0.00%,USD,527.2,0.00%,USD,589.66,0.00%,USD,395.52,0.00%,USD,605.31,0.00%
8/24/2001,USD,554.86,0.43%,USD,515.24,0.47%,USD,527.2,0.44%,USD,589.66,0.77%,USD,395.52,-0.81%,USD,605.31,0.00%
8/23/2001,USD,552.51,-0.13%,USD,512.83,0.00%,USD,524.89,-0.25%,USD,585.14,-0.28%,USD,398.76,-0.01%,USD,605.29,0.06%
8/22/2001,USD,553.22,0.25%,USD,512.84,0.21%,USD,526.18,0.43%,USD,586.78,0.50%,USD,398.81,-0.17%,USD,604.93,0.04%
8/21/2001,USD,551.83,-0.28%,USD,511.77,-0.09%,USD,523.94,-0.09%,USD,583.86,-0.66%,USD,399.5,-0.25%,USD,604.7,0.07%
8/20/2001,USD,553.39,0.42%,USD,512.21,0.35%,USD,524.41,0.39%,USD,587.76,0.71%,USD,400.49,0.05%,USD,604.28,-0.01%
8/19/2001,USD,551.08,0.00%,USD,510.44,0.00%,USD,522.37,0.00%,USD,583.61,0.00%,USD,400.3,0.00%,USD,604.34,0.00%
8/18/2001,USD,551.08,0.00%,USD,510.44,0.00%,USD,522.37,0.00%,USD,583.61,0.00%,USD,400.3,0.00%,USD,604.34,0.00%
8/17/2001,USD,551.08,-0.11%,USD,510.44,-0.65%,USD,522.37,-0.54%,USD,583.61,-0.25%,USD,400.3,0.72%,USD,604.34,0.25%
8/16/2001,USD,551.67,0.38%,USD,513.78,0.15%,USD,525.23,0.16%,USD,585.08,0.45%,USD,397.44,0.66%,USD,602.84,0.23%
8/15/2001,USD,549.57,-0.28%,USD,513.02,0.01%,USD,524.37,-0.14%,USD,582.45,-0.30%,USD,394.83,-0.32%,USD,601.48,0.11%
8/14/2001,USD,551.14,-0.04%,USD,512.99,0.10%,USD,525.09,-0.22%,USD,584.2,-0.15%,USD,396.11,-0.97%,USD,600.82,-0.02%
8/13/2001,USD,551.38,0.17%,USD,512.49,0.13%,USD,526.26,0.17%,USD,585.05,0.16%,USD,400.01,0.10%,USD,600.95,0.00%
8/12/2001,USD,550.44,0.00%,USD,511.84,0.00%,USD,525.37,0.00%,USD,584.1,0.00%,USD,399.62,0.00%,USD,600.94,0.00%
8/11/2001,USD,550.44,0.00%,USD,511.84,0.00%,USD,525.37,0.00%,USD,584.1,0.00%,USD,399.62,0.00%,USD,600.94,0.00%
8/10/2001,USD,550.44,0.10%,USD,511.84,0.05%,USD,525.37,0.24%,USD,584.1,0.12%,USD,399.62,0.19%,USD,600.94,0.00%
8/9/2001,USD,549.88,-0.08%,USD,511.58,0.06%,USD,524.13,0.15%,USD,583.42,0.41%,USD,398.87,0.07%,USD,600.92,0.06%
8/8/2001,USD,550.31,-0.17%,USD,511.28,-0.14%,USD,523.32,-0.19%,USD,581.05,-0.78%,USD,398.6,0.74%,USD,600.57,0.19%
8/7/2001,USD,551.22,0.11%,USD,512.01,0.10%,USD,524.33,0.16%,USD,585.63,0.08%,USD,395.69,-0.01%,USD,599.42,-0.15%
8/6/2001,USD,550.62,-0.16%,USD,511.51,0.04%,USD,523.47,-0.06%,USD,585.16,-0.48%,USD,395.74,0.29%,USD,600.32,0.04%
8/5/2001,USD,551.49,0.00%,USD,511.32,0.00%,USD,523.77,0.00%,USD,587.96,0.00%,USD,394.58,0.00%,USD,600.1,0.00%
8/4/2001,USD,551.49,0.00%,USD,511.32,0.00%,USD,523.77,0.00%,USD,587.96,0.00%,USD,394.58,0.00%,USD,600.1,0.00%
8/3/2001,USD,551.49,-0.17%,USD,511.32,0.13%,USD,523.77,0.20%,USD,587.96,-0.18%,USD,394.58,0.36%,USD,600.1,-0.02%
8/2/2001,USD,552.43,-0.19%,USD,510.65,0.14%,USD,522.71,-0.07%,USD,589,-0.30%,USD,393.16,-0.46%,USD,600.23,0.22%
8/1/2001,USD,553.5,0.25%,USD,509.92,0.35%,USD,523.06,0.32%,USD,590.8,0.26%,USD,394.98,-0.63%,USD,598.91,0.45%
7/31/2001,USD,552.13,0.09%,USD,508.12,0.11%,USD,521.39,0.13%,USD,589.25,-0.17%,USD,397.48,-0.38%,USD,596.2,0.06%
7/30/2001,USD,551.62,0.07%,USD,507.56,0.14%,USD,520.7,0.16%,USD,590.25,-0.10%,USD,399,0.20%,USD,595.82,-0.03%
7/29/2001,USD,551.25,0.00%,USD,506.83,0.00%,USD,519.88,0.00%,USD,590.84,0.00%,USD,398.21,0.00%,USD,595.99,0.00%
7/28/2001,USD,551.25,0.00%,USD,506.83,0.00%,USD,519.88,0.00%,USD,590.84,0.00%,USD,398.21,0.00%,USD,595.99,0.00%
7/27/2001,USD,551.25,0.02%,USD,506.83,0.14%,USD,519.88,0.01%,USD,590.84,-0.15%,USD,398.21,-0.30%,USD,595.99,-0.12%
7/26/2001,USD,551.14,0.55%,USD,506.13,0.38%,USD,519.82,0.27%,USD,591.75,0.80%,USD,399.4,-0.09%,USD,596.69,0.29%
7/25/2001,USD,548.14,0.12%,USD,504.21,0.36%,USD,518.42,0.24%,USD,587.06,0.42%,USD,399.76,-0.15%,USD,594.98,0.15%
7/24/2001,USD,547.5,-0.44%,USD,502.42,-0.34%,USD,517.17,-0.30%,USD,584.6,-0.78%,USD,400.37,-0.04%,USD,594.1,0.32%
7/23/2001,USD,549.94,-0.09%,USD,504.12,-0.01%,USD,518.71,-0.15%,USD,589.18,-0.53%,USD,400.53,0.67%,USD,592.2,0.05%
7/22/2001,USD,550.44,0.00%,USD,504.17,0.00%,USD,519.5,0.00%,USD,592.31,0.00%,USD,397.86,0.00%,USD,591.89,0.00%
7/21/2001,USD,550.44,0.00%,USD,504.17,0.00%,USD,519.5,0.00%,USD,592.31,0.00%,USD,397.86,0.00%,USD,591.89,0.00%
7/20/2001,USD,550.44,-0.09%,USD,504.17,0.14%,USD,519.5,0.07%,USD,592.31,0.04%,USD,397.86,-0.03%,USD,591.89,-0.03%
7/19/2001,USD,550.93,0.14%,USD,503.49,0.20%,USD,519.16,0.34%,USD,592.05,0.29%,USD,397.98,-0.23%,USD,592.05,0.03%
7/18/2001,USD,550.15,-0.18%,USD,502.48,-0.21%,USD,517.39,0.08%,USD,590.35,-0.72%,USD,398.89,-0.10%,USD,591.87,0.04%
7/17/2001,USD,551.16,0.55%,USD,503.55,0.20%,USD,516.98,-0.07%,USD,594.65,1.05%,USD,399.28,-0.08%,USD,591.66,-0.07%
7/16/2001,USD,548.12,-0.36%,USD,502.52,-0.18%,USD,517.36,0.04%,USD,588.49,-0.67%,USD,399.58,0.25%,USD,592.09,-0.16%
